,ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
190,A-191,2,2017-01-10 08:07:15,2017-01-10 08:36:22,33.544922,-81.677643,,,0.01,Accident on SC-302 Pine Log Rd at US-78 Trk Rudy Mason Pkwy.,,Charleston Hwy,R,Aiken,Aiken,SC,29801,US,US/Eastern,KAIK,2017-01-10 08:15:00,24.8,,74.0,30.57,5.0,Calm,,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
191,A-192,2,2017-01-10 13:17:15,2017-01-10 19:17:56,37.47018,-121.90886,37.46333,-121.90338,0.561,At Scott Creek Rd - Accident.,,I-680 S,R,Fremont,Alameda,CA,94539,US,US/Pacific,KNUQ,2017-01-10 12:56:00,57.9,,84.0,29.9,4.0,SSE,6.9,0.05,Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
192,A-193,2,2020-06-13 18:06:32,2020-06-13 19:01:03,35.221828,-80.828453,35.221828,-80.828453,0.0,Lane blocked due to accident on US-74 Eastbound at Exit 242 I-277 Exit 2B.,,Brookshire Fwy W,R,Charlotte,Mecklenburg,NC,28204,US,US/Eastern,KCLT,2020-06-13 17:52:00,83.0,83.0,37.0,29.3,10.0,NNE,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
193,A-194,3,2020-11-04 16:18:51,2020-11-04 16:48:22,29.784912,-95.688347,29.784912,-95.688347,0.0,Right and center lane blocked due to accident on I-10 Westbound at Barker Cypress Rd.,,Katy Tollway,R,Houston,Harris,TX,77094,US,US/Central,KSGR,2020-11-04 15:53:00,79.0,79.0,44.0,30.1,10.0,S,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
194,A-195,2,2019-12-16 06:47:00,2019-12-16 07:40:05,44.31172,-93.99379,44.31172,-93.99379,0.0,At US-169 - Accident.,,State Highway 99,R,Saint Peter,Nicollet,MN,56082,US,US/Central,KMKT,2019-12-16 06:56:00,18.0,10.0,88.0,29.06,10.0,SSW,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
195,A-196,2,2017-08-07 16:20:51,2017-08-07 22:20:51,32.958290000000005,-97.14342,32.964306,-97.155685,0.8240000000000001,At N White Chapel Blvd - Accident.,,E Northwest Pkwy E,R,Southlake,Tarrant,TX,76092,US,US/Central,KDFW,2017-08-07 15:53:00,90.0,,54.0,29.87,10.0,NNE,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
196,A-197,4,2018-07-09 01:08:19,2018-07-09 07:08:19,32.71983,-117.11757,32.716809999999995,-117.1197,0.243,Ramp closed to CA-15 - Road closed due to accident.,,CA-15 S,R,San Diego,San Diego,CA,92105,US,US/Pacific,KSAN,2018-07-09 00:51:00,75.0,,71.0,29.93,10.0,South,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
197,A-198,3,2020-05-10 19:41:21,2020-05-10 20:11:21,39.26285,-76.56695,39.26285,-76.56695,0.0,At I-95 - Accident.,4589.0, Keith Ave,L,Baltimore,Baltimore City,MD,21224,US,US/Eastern,KDMH,2020-05-10 19:54:00,60.0,,42.0,29.99,,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
198,A-199,2,2016-08-24 07:42:32,2016-08-24 13:42:32,33.46147,-112.28829,33.46115,-112.29695,0.5,At 107th Ave/Exit 132 - Accident.,,Pearl Harbor Memorial Highway,R,Avondale,Maricopa,AZ,85323,US,US/Mountain,KGYR,2016-08-24 07:47:00,84.2,,37.0,30.03,10.0,North,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
199,A-200,3,2019-11-04 08:33:21,2019-11-04 09:48:13,40.903866,-74.15786700000002,40.903866,-74.15786700000002,0.0,Multi-vehicle accident on I-80 Westbound at Exits 58A-B 58B-A 23rd Ave.,1091.0,Madison Ave,L,Paterson,Passaic,NJ,07513,US,US/Eastern,KTEB,2019-11-04 08:51:00,47.0,47.0,52.0,30.36,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
200,A-201,3,2019-08-13 18:54:15,2019-08-13 19:23:57,33.68363,-117.87666000000002,33.68222,-117.87803999999998,0.126,Ramp to CA-55/Costa Mesa Fwy/Exit 9A - Accident. Lane blocked.,,CA-55 S,R,Costa Mesa,Orange,CA,92626,US,US/Pacific,KSNA,2019-08-13 18:53:00,74.0,74.0,62.0,29.85,10.0,SW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
201,A-202,2,2019-05-16 15:20:32,2019-05-16 16:20:51,34.693901000000004,-82.733963,34.693901000000004,-82.733963,0.0,Accident on Central Rd at Revista Dr.,280.0,Central Rd,L,Central,Anderson,SC,29630-9606,US,US/Eastern,KCEU,2019-05-16 14:54:00,79.0,79.0,47.0,29.04,10.0,W,7.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
202,A-203,2,2017-10-16 05:19:07,2017-10-16 11:19:07,29.21297,-81.10059,29.22635,-81.10525,0.966,At CR-4019/Lpga Blvd/Exit 265 - Accident.,,I-95 N,R,Daytona Beach,Volusia,FL,32114,US,US/Eastern,KDAB,2017-10-16 04:53:00,75.0,,96.0,29.98,6.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
203,A-204,3,2016-09-29 10:10:56,2016-09-29 16:10:56,34.82976,-82.29406,34.83478,-82.30251,0.5920000000000001,At I-85/Exit 36 - Accident.,,Golden Strip Fwy N,R,Greenville,Greenville,SC,29615,US,US/Eastern,KGMU,2016-09-29 09:53:00,72.0,,61.0,29.94,10.0,ENE,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
204,A-205,3,2018-07-25 11:07:17,2018-07-25 11:36:56,39.632698,-104.906487,39.632698,-104.906487,0.0,Accident on I-225 Southbound at Exits 1A 1B I-25.,,US-87 S,R,Denver,Denver,CO,80237,US,US/Mountain,KAPA,2018-07-25 10:53:00,73.9,,59.0,30.14,10.0,North,15.0,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
205,A-206,3,2018-05-25 07:53:24,2018-05-25 13:53:24,42.26919,-83.2251,42.26769,-83.21807,0.374,Ramp to I-94 Eastbound - Accident.,,Southfield Rd,R,Allen Park,Wayne,MI,48101,US,US/Eastern,KDTW,2018-05-25 07:53:00,64.9,,63.0,30.0,7.0,SSW,4.6,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
206,A-207,3,2020-05-07 16:36:23,2020-05-07 17:06:02,39.976933,-75.198631,,,0.0,Lane blocked due to accident on I-76 Eastbound at Exit 342 US-30 Girard Ave.,,I-76 E,R,Philadelphia,Philadelphia,PA,19131,US,US/Eastern,KPHL,2020-05-07 16:54:00,65.0,65.0,22.0,29.78,10.0,W,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
207,A-208,2,2020-11-24 00:31:00,2020-11-24 03:17:19,38.521811,-78.836011,38.521916,-78.837299,0.07,On Rt. 721 (Longs Pump Rd) in the County of Rockingham in the vicinity of Kratzer Rd; Rt. 753E/W (Rockingham County) motorists can expect delays due to a vehicle crash. All West lanes are closed. All East lanes are closed.,2700.0, Sipe Ln,R,Linville,Rockingham,VA,22834,US,US/Eastern,KSHD,2020-11-24 00:35:00,34.0,34.0,82.0,29.03,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
208,A-209,2,2020-03-15 12:38:00,2020-03-15 13:29:47,38.657713,-121.363862,38.657713,-121.363862,0.0,At I-80-BR/Auburn Blvd - Accident.,,I-80 W,R,Sacramento,Sacramento,CA,95841,US,US/Pacific,KMCC,2020-03-15 12:45:00,50.0,50.0,87.0,29.86,7.0,SW,12.0,,Light Rain Shower,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
209,A-210,3,2018-10-08 09:43:48,2018-10-08 10:13:35,39.105335,-94.709862,39.105335,-94.709862,0.0,Right lane blocked due to accident on I-70 Westbound at Exit 417 57th St.,,US-24 W,R,Kansas City,Wyandotte,KS,66102,US,US/Central,KNKA,2018-10-08 09:36:00,,,,,,North,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
210,A-211,2,2020-10-31 08:12:30,2020-11-01 10:13:29,37.267,-80.13744200000002,37.266982,-80.137704,0.014,On Rt. 646 in the County of Roanoke in the vicinity of Mayfair Dr; Rt. 852N/S (Roanoke County) motorists can expect delays due to a vehicle crash. All West lanes are closed. All East lanes are closed.,4308.0, Barley Dr,R,Salem,Roanoke County,VA,24153,US,US/Eastern,KROA,2020-10-31 07:54:00,39.0,39.0,86.0,29.18,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
211,A-212,2,2020-01-04 08:52:00,2020-01-04 10:03:26,34.036971,-118.43854,34.036971,-118.43854,0.0,At Olympic Blvd/Pico Blvd/Exit 54 - Accident.,,I-405 N,R,Los Angeles,Los Angeles,CA,90064,US,US/Pacific,KSMO,2020-01-04 08:51:00,56.0,56.0,60.0,30.17,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
212,A-213,2,2019-10-24 21:52:29,2019-10-24 22:22:07,33.49411,-86.330162,33.49411,-86.330162,0.0,Accident on US-231 Northbound at Mount Pisgah Dr.,84.0,Mount Pisgah Dr,L,Cropwell,St. Clair,AL,35054-4415,US,US/Central,KANB,2019-10-24 21:53:00,60.0,60.0,64.0,29.55,10.0,NNE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
213,A-214,3,2019-07-31 17:14:32,2019-07-31 18:44:47,29.797159000000004,-95.031898,29.797159000000004,-95.031898,0.0,Left and center lane blocked due to accident on I-10 Westbound at Thompson Rd.,6850.0,Thompson Rd,R,Baytown,Harris,TX,77521-1334,US,US/Central,KEFD,2019-07-31 16:50:00,90.0,90.0,62.0,29.94,10.0,SSE,9.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
214,A-215,2,2020-10-28 18:06:30,2020-10-28 23:23:00,30.337242,-81.669167,30.330234,-81.675079,0.599,Slow traffic on I-95 S - FL-228 - FL-228 W - US-17 S from Kings Rd to exit [352D] due to accident.,,FL-228,R,Jacksonville,Duval,FL,32204,US,US/Eastern,KNIP,2020-10-28 17:53:00,83.0,83.0,74.0,29.96,10.0,ESE,15.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
215,A-216,2,2019-11-12 13:46:03,2019-11-12 14:50:07,35.11739,-81.306679,35.11739,-81.306679,0.0,Accident on SC-161 at SC-55.,1599.0,Highway 161 N,L,Clover,York,SC,29710-7418,US,US/Eastern,KAKH,2019-11-12 13:54:00,43.0,38.0,68.0,29.14,10.0,N,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
216,A-217,2,2020-09-24 07:39:00,2020-09-24 10:22:38,36.521611,-121.44837,36.523129,-121.46108999999998,0.7140000000000001,Incident on US-101 NB near 1.3 MI Expect delays.,,El Camino Real S,R,Gonzales,Monterey,CA,93926,US,US/Pacific,KSNS,2020-09-24 07:53:00,60.0,60.0,86.0,29.97,9.0,NNW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
217,A-218,3,2016-11-22 20:13:15,2016-11-22 20:42:19,33.895256,-84.263733,,,0.01,Queueing traffic and (Three) left lane blocked due to accident on I-285 Eastbound at Exits 32 33B I-85.,,GA-407 W,R,Atlanta,DeKalb,GA,30340,US,US/Eastern,KPDK,2016-11-22 19:53:00,43.0,,47.0,30.3,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
218,A-219,2,2019-10-18 05:46:00,2019-10-18 07:19:46,44.86555,-93.29896,44.86533,-93.29893,0.015,At I-494/MN-5/Exit 9 - Accident.,,W 76th St,R,Minneapolis,Hennepin,MN,55423,US,US/Central,KMSP,2019-10-18 05:53:00,45.0,38.0,74.0,28.91,10.0,SE,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
219,A-220,2,2019-09-12 10:18:43,2019-09-12 11:19:28,32.768566,-96.674858,32.768566,-96.674858,0.0,Accident on Military Pkwy near Delafield Ln.,3627.0,Delafield Ln,L,Dallas,Dallas,TX,75227,US,US/Central,KHQZ,2019-09-12 09:50:00,81.0,81.0,79.0,29.64,10.0,SSE,9.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
220,A-221,4,2016-12-08 22:32:49,2016-12-09 04:32:49,25.734321,-80.251918,25.73533,-80.2503,0.122,Closed at SR-976/Bird Rd/30th St - Road closed due to accident.,3588.0, S Dixie Hwy,L,Miami,Miami-Dade,FL,33133-4342,US,US/Eastern,KMIA,2016-12-08 22:53:00,73.9,,87.0,30.12,7.0,North,3.5,,Overcast,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
221,A-222,2,2020-11-11 19:01:05,2020-11-11 21:00:53,34.698074,-82.30504599999998,34.697688,-82.306045,0.063,Incident on CROSSVINE WAY near BRYDON CT Drive with caution.,101.0, Brydon Ct,L,Simpsonville,Greenville,SC,29680-6866,US,US/Eastern,KGYH,2020-11-11 19:05:00,73.0,73.0,94.0,28.9,10.0,CALM,0.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
222,A-223,2,2020-12-19 06:35:32,2020-12-19 07:50:32,29.79659,-95.579627,29.799042,-95.579611,0.16899999999999998,Incident on SHERWOOD FOREST ST near HAZELHURST DR Drive with caution.,1688.0, Sherwood Forest St,R,Houston,Harris,TX,77043-3602,US,US/Central,KMCJ,2020-12-19 06:37:00,63.0,63.0,87.0,30.04,10.0,E,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
223,A-224,2,2020-11-21 00:07:00,2020-11-21 01:33:00,33.651927,-84.497727,33.639197,-84.494337,0.901,Incident on I-285 SB near WASHINGTON RD Center lane blocked. Expect Delays.,,GA-407 S,R,Atlanta,Fulton,GA,30344,US,US/Eastern,KATL,2020-11-21 00:52:00,53.0,53.0,80.0,29.31,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
224,A-225,3,2016-07-15 16:08:40,2016-07-15 17:23:40,37.948418,-121.300972,37.948418,-121.300972,0.0,Accident on I-5 Northbound at Exit 472 / CA-4 Exits 65A 65B / CA-4 Ort J Lofthus Fwy Exits 65A-B 66A.,,Ort J Lofthus Fwy W,R,Stockton,San Joaquin,CA,95203,US,US/Pacific,KSCK,2016-07-15 15:55:00,98.1,,14.0,29.81,10.0,WNW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
225,A-226,2,2020-10-06 10:18:28,2020-10-06 12:18:00,38.938068,-94.398103,38.934618,-94.405993,0.486,Incident on I-470 WB near MO-350 Right lane blocked. Expect delays.,,I-470 W,R,Lees Summit,Jackson,MO,64086,US,US/Central,KLXT,2020-10-06 09:53:00,63.0,63.0,65.0,28.98,10.0,WSW,14.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
226,A-227,3,2016-05-28 05:13:40,2016-05-28 11:13:40,33.65761,-117.74564,33.657633000000004,-117.745658,0.002,At Alton Pky - Accident.,,Santa Ana Fwy S,R,Irvine,Orange,CA,92618,US,US/Pacific,KSNA,2016-05-28 04:53:00,61.0,,81.0,29.84,10.0,ESE,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
227,A-228,2,2020-03-23 07:28:30,2020-03-23 08:20:16,34.03078,-118.21791,34.03078,-118.21791,0.0,At I-5/Golden State Fwy - Accident.,,Santa Ana Fwy S,R,Los Angeles,Los Angeles,CA,90023,US,US/Pacific,KCQT,2020-03-23 07:52:00,57.0,57.0,83.0,29.91,10.0,CALM,0.0,0.01,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
228,A-229,2,2020-10-19 07:30:47,2020-10-19 09:00:26,29.186419,-82.185303,29.186419,-82.185303,0.0,Accident on FL-40 Silver Springs Blvd at I-75 .,,W Silver Springs Blvd,R,Ocala,Marion,FL,34482,US,US/Eastern,KOCF,2020-10-19 07:51:00,71.0,71.0,84.0,29.99,10.0,NE,6.0,0.0,Fair,False,False,False,True,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
229,A-230,2,2017-02-17 07:48:16,2017-02-17 08:17:40,40.355076,-76.379272,40.355076,-76.379272,0.0,Accident on North Dr near East Dr.,700.0,North Dr,L,Lebanon,Lebanon,PA,17046,US,US/Eastern,KMUI,2017-02-17 07:58:00,25.9,19.2,61.0,29.95,10.0,Variable,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
230,A-231,3,2018-02-23 06:29:10,2018-02-23 06:58:06,32.472916,-93.796127,,,0.519999980927,Entry ramp to Jewella Ave Southbound at Exit 14 from I-20 Westbound closed due to accident.,,I-20 W,R,Shreveport,Caddo,LA,71109,US,US/Central,KSHV,2018-02-23 06:44:00,,,,,,North,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
231,A-232,2,2019-02-20 14:50:58,2019-02-20 15:20:18,27.95956,-82.42554,27.96543,-82.43249,0.5870000000000001,Ramp to 22nd St/Exit 9 - Accident. Left lane blocked.,1674.0, N 31st St,L,Tampa,Hillsborough,FL,33605,US,US/Eastern,KTPF,2019-02-20 14:55:00,86.0,,58.0,30.04,10.0,SW,10.4,,Overcast,False,False,True,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
232,A-233,2,2020-09-01 14:29:28,2020-09-01 15:15:04,37.634975,-122.086945,37.634975,-122.086945,0.0,Right hand shoulder blocked due to accident on I-880 Southbound after Exit 26 Tennyson Rd.,,I-880 S,R,Hayward,Alameda,CA,94545,US,US/Pacific,KHWD,2020-09-01 14:54:00,72.0,72.0,55.0,29.91,9.0,WNW,12.0,0.0,Smoke,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
233,A-234,2,2020-11-01 22:24:56,2020-11-02 00:26:48,40.484029,-74.302049,40.489839,-74.301519,0.402,Crash on Garden State Parkway northbound South of Raritan Toll Plaza (Sayreville) left shoulder blocked,,Garden State Pkwy N,R,Sayreville,Middlesex,NJ,08872,US,US/Eastern,KLDJ,2020-11-01 22:15:00,47.0,41.0,60.0,29.73,10.0,NW,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
234,A-235,2,2018-01-13 13:46:21,2018-01-13 14:30:55,33.997040000000005,-117.931015,33.997040000000005,-117.931015,0.0,Right hand shoulder blocked due to accident on CA-60 Westbound at Exit 18 Azusa Ave.,,S Azusa Ave,R,Rowland Heights,Los Angeles,CA,91748,US,US/Pacific,KFUL,2018-01-13 13:53:00,86.0,,13.0,30.04,10.0,East,11.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
235,A-236,2,2020-06-27 23:24:00,2020-06-28 00:36:25,37.789969,-121.291099,37.789969,-121.291099,0.0,At Yosemite Ave - Accident.,,CA-120 E,R,Lathrop,San Joaquin,CA,95330,US,US/Pacific,KSCK,2020-06-27 22:55:00,70.0,70.0,53.0,29.66,10.0,WSW,17.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
236,A-237,3,2020-01-30 08:15:21,2020-01-30 08:42:50,39.7174,-86.12572,39.71447,-86.11717,0.4970000000000001,At Keystone Ave/Exit 107 - Accident. Right lane blocked.,,I-65 S,R,Indianapolis,Marion,IN,46227,US,US/Eastern,KIND,2020-01-30 07:54:00,32.0,32.0,79.0,29.34,10.0,NNE,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
237,A-238,2,2018-12-04 07:05:56,2018-12-04 11:05:56,45.828438,-122.843275,45.826562,-122.844305,0.139,At NE Westlane Rd/W Lane Rd/Wikstrom Dr - Accident.,57412.0, Columbia River Hwy,R,Warren,Columbia,OR,97053-9421,US,US/Pacific,KSPB,2018-12-04 06:53:00,30.9,26.2,85.0,30.28,10.0,NW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
238,A-239,2,2018-04-06 06:12:32,2018-04-06 06:42:01,28.348536,-81.56498,28.348536,-81.56498,0.0,Lane blocked due to accident on World Dr at Osceola Pkwy.,,World Dr N,R,Orlando,Orange,FL,32830,US,US/Eastern,KISM,2018-04-06 05:56:00,64.0,,84.0,30.08,10.0,ENE,3.5,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
239,A-240,2,2019-01-11 13:53:13,2019-01-11 14:22:57,47.463745,-122.29391499999998,47.463745,-122.29391499999998,0.0,2 left lane blocked due to accident on WA-518 Eastbound at WA-99 International Blvd.,,WA-518 W,R,Seattle,King,WA,98158,US,US/Pacific,KSEA,2019-01-11 13:53:00,59.0,,41.0,29.93,10.0,East,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
240,A-241,2,2018-12-19 12:16:05,2018-12-19 12:45:59,38.23583,-85.61639,38.2377,-85.6293,0.7120000000000001,At I-264/Watterson Expy/Exit 12 - Accident. Center lane blocked.,,I-64 W,R,Louisville,Jefferson,KY,40222,US,US/Eastern,KLOU,2018-12-19 11:53:00,50.0,,50.0,30.01,10.0,South,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
241,A-242,2,2020-10-21 08:30:12,2020-10-21 09:45:12,26.31321,-80.117207,26.30826,-80.118647,0.353,Incident on I-95 SB near EXIT 41 Drive with caution.,,I-95 S,R,Deerfield Beach,Broward,FL,33442,US,US/Eastern,KPMP,2020-10-21 08:41:00,75.0,75.0,87.0,29.96,2.0,ENE,9.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
242,A-243,2,2016-05-03 12:40:39,2016-05-03 18:40:39,40.68915300000001,-74.3014,40.69006,-74.29448000000002,0.368,Between Monroe St S and CR-31/CR-617/Michigan Ave - Accident.,2534.0, US Highway 22 E,L,Union,Union,NJ,07083-8508,US,US/Eastern,KEWR,2016-05-03 12:51:00,54.0,,97.0,29.83,6.0,NNE,8.1,0.0,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
243,A-244,2,2018-03-04 16:44:06,2018-03-04 17:29:00,35.162048,-80.970139,35.162048,-80.970139,0.0,Slow traffic due to accident on NC-160 Steele Creek Rd Northbound at Dixie River Rd.,9435.0,Steele Creek Rd,L,Charlotte,Mecklenburg,NC,28273-3299,US,US/Eastern,KCLT,2018-03-04 16:52:00,60.1,,17.0,30.14,10.0,NNE,11.5,,Partly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
244,A-245,2,2019-05-09 14:23:54,2019-05-09 15:08:38,33.516411,-81.729156,33.516411,-81.729156,0.0,Accident on Dougherty Rd at SC-302 Silver Bluff Rd.,600.0,Cardinal Dr,R,Aiken,Aiken,SC,29803-5987,US,US/Eastern,KAIK,2019-05-09 14:15:00,81.0,81.0,54.0,29.54,10.0,SE,8.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
245,A-246,2,2017-03-05 06:54:59,2017-03-05 07:24:35,34.09943,-117.846367,,,0.01,Lane blocked due to accident on Covina Blvd at Sunflower Ave.,4800.0,N Sunflower Ave,R,Covina,Los Angeles,CA,91724-1850,US,US/Pacific,KPOC,2017-03-05 06:47:00,50.0,,87.0,30.01,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
246,A-247,2,2019-10-17 01:42:00,2019-10-17 02:34:33,33.732585,-117.989329,33.732585,-117.989329,0.0,At CA-39/Beach Blvd/Exit 16 - Accident.,,Beach Blvd,R,Huntington Beach,Orange,CA,92647,US,US/Pacific,KSLI,2019-10-17 01:58:00,60.0,,96.0,29.77,10.0,,,0.8,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
247,A-248,2,2019-11-03 18:50:00,2019-11-03 19:22:48,36.77562,-119.784837,36.77562,-119.784837,0.0,At Shields Ave - Accident.,,CA-41 N,R,Fresno,Fresno,CA,93703,US,US/Pacific,KFAT,2019-11-03 18:53:00,65.0,65.0,33.0,29.61,9.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
248,A-249,2,2020-05-23 21:22:00,2020-05-23 23:35:30,34.034725,-117.974474,34.034725,-117.974474,0.0,At S Hacienda Blvd - Accident.,106.0, N Sunset Ave,L,City Of Industry,Los Angeles,CA,91744-3521,US,US/Pacific,KEMT,2020-05-23 20:53:00,68.0,68.0,59.0,29.8,10.0,W,5.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Day
249,A-250,2,2019-12-18 14:19:00,2019-12-18 15:31:45,34.259491,-118.437836,34.259491,-118.437836,0.0,At CA-118/Exit 156A/Exit 156B - Accident.,,Golden State Fwy N,R,Pacoima,Los Angeles,CA,91331,US,US/Pacific,KWHP,2019-12-18 13:55:00,59.0,59.0,13.0,28.98,10.0,WSW,6.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
250,A-251,2,2018-10-03 08:12:05,2018-10-03 08:41:57,39.74004,-84.194923,39.74004,-84.194923,0.0,Accident on Edwin C Moses Blvd at Stewart St.,,W Stewart St,R,Dayton,Montgomery,OH,45417,US,US/Eastern,KDAY,2018-10-03 08:12:00,68.0,,100.0,30.1,0.0,SSW,8.1,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
251,A-252,2,2020-11-25 02:46:00,2020-11-25 05:39:25,38.432375,-122.715965,38.428725,-122.715185,0.256,NB 101 JSO 3RD/DOWNTOWN. WHI JEEP GCH VS UNK SUV,,Redwood Hwy S,R,Santa Rosa,Sonoma,CA,95401,US,US/Pacific,KSTS,2020-11-25 02:53:00,40.0,40.0,100.0,29.99,0.25,CALM,0.0,0.0,Fog,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
